Instituição;Unidade;Escopo da Inconsistência;Situação da Inconsistência;Total de Inconsistências
Instituto Federal do Rio Grande do Sul;Campus Feliz;Curso;Validado PI;9
Instituto Federal do Rio Grande do Sul;Campus Feliz;Curso;Validado RA;6
Instituto Federal do Rio Grande do Sul;Campus Feliz;Matrícula;Alterado RA;22.566
Instituto Federal do Rio Grande do Sul;Campus Feliz;Matrícula;Inconsistente RA;1.969
Instituto Federal do Rio Grande do Sul;Campus Ibirubá;Ciclo;Alterado RA;201
Instituto Federal do Rio Grande do Sul;Campus Ibirubá;Ciclo;Inconsistente RA;1
Instituto Federal do Rio Grande do Sul;Campus Ibirubá;Curso;Validado RA;12
Instituto Federal do Rio Grande do Sul;Campus Ibirubá;Matrícula;Alterado RA;5.152
Instituto Federal do Rio Grande do Sul;Campus Ibirubá;Matrícula;Inconsistente RA;3.365
Instituto Federal do Rio Grande do Sul;Campus Osório;Ciclo;Validado RA;1.039
Instituto Federal do Rio Grande do Sul;Campus Osório;Curso;Validado PI;46
Instituto Federal do Rio Grande do Sul;Campus Osório;Curso;Validado RA;10
Instituto Federal do Rio Grande do Sul;Campus Osório;Matrícula;Alterado RA;68
Instituto Federal do Rio Grande do Sul;Campus Osório;Matrícula;Inconsistente RA;17
Instituto Federal do Rio Grande do Sul;Campus Osório;Matrícula;Validado RA;122.702
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre;Ciclo;Validado RA;716
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre;Curso;Validado RA;48
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre;Matrícula;Alterado RA;28.331
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre;Matrícula;Inconsistente RA;21.208
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre;Matrícula;Validado RA;2.979
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre Restinga;Ciclo;Validado RA;310
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre Restinga;Curso;Validado RA;23
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre Restinga;Matrícula;Alterado RA;20.611
Instituto Federal do Rio Grande do Sul;Campus Porto Alegre Restinga;Matrícula;Inconsistente RA;3.287
Instituto Federal do Rio Grande do Sul;Campus Rio Grande;Ciclo;Alterado RA;2
Instituto Federal do Rio Grande do Sul;Campus Rio Grande;Ciclo;Inconsistente RA;1
Instituto Federal do Rio Grande do Sul;Campus Rio Grande;Ciclo;Validado RA;363
Instituto Federal do Rio Grande do Sul;Campus Rio Grande;Curso;Validado PI;16
Instituto Federal do Rio Grande do Sul;Campus Rio Grande;Matrícula;Alterado RA;15.142
Instituto Federal do Rio Grande do Sul;Campus Rio Grande;Matrícula;Inconsistente RA;12.166
Instituto Federal do Rio Grande do Sul;Campus Rolante;Ciclo;Alterado PI;5
Instituto Federal do Rio Grande do Sul;Campus Rolante;Ciclo;Validado PI;4
Instituto Federal do Rio Grande do Sul;Campus Rolante;Ciclo;Validado RA;101
Instituto Federal do Rio Grande do Sul;Campus Rolante;Curso;Validado PI;11
Instituto Federal do Rio Grande do Sul;Campus Rolante;Matrícula;Alterado RA;4.144
Instituto Federal do Rio Grande do Sul;Campus Rolante;Matrícula;Inconsistente RA;216
Instituto Federal do Rio Grande do Sul;Campus Sertão;Ciclo;Validado RA;266
Instituto Federal do Rio Grande do Sul;Campus Sertão;Curso;Validado RA;18
Instituto Federal do Rio Grande do Sul;Campus Sertão;Matrícula;Alterado RA;8.020
Instituto Federal do Rio Grande do Sul;Campus Sertão;Matrícula;Inconsistente RA;494
Instituto Federal do Rio Grande do Sul;Campus Vacaria;Ciclo;Alterado RA;21
Instituto Federal do Rio Grande do Sul;Campus Vacaria;Ciclo;Validado RA;140
Instituto Federal do Rio Grande do Sul;Campus Vacaria;Curso;Validado RA;17
Instituto Federal do Rio Grande do Sul;Campus Vacaria;Matrícula;Alterado RA;13.030
Instituto Federal do Rio Grande do Sul;Campus Vacaria;Matrícula;Inconsistente RA;1.394
Instituto Federal do Rio Grande do Sul;Campus Veranópolis;Ciclo;Alterado RA;1.396
Instituto Federal do Rio Grande do Sul;Campus Veranópolis;Ciclo;Validado RA;423
Instituto Federal do Rio Grande do Sul;Campus Veranópolis;Curso;Validado RA;79
Instituto Federal do Rio Grande do Sul;Campus Veranópolis;Matrícula;Alterado RA;256.080
Instituto Federal do Rio Grande do Sul;Campus Veranópolis;Matrícula;Inconsistente RA;46.702
Instituto Federal do Rio Grande do Sul;Campus Viamão;Ciclo;Alterado RA;2
Instituto Federal do Rio Grande do Sul;Campus Viamão;Ciclo;Inconsistente RA;1
Instituto Federal do Rio Grande do Sul;Campus Viamão;Ciclo;Validado RA;121
Instituto Federal do Rio Grande do Sul;Campus Viamão;Curso;Validado RA;10
Instituto Federal do Rio Grande do Sul;Campus Viamão;Matrícula;Alterado RA;2.736
Instituto Federal do Rio Grande do Sul;Campus Viamão;Matrícula;Inconsistente RA;932
Instituto Federal do Rio Grande do Sul;Campus Viamão;Matrícula;Validado RA;1.800
Instituto Federal do Sertão Pernambucano;Campus Floresta;Ciclo;Alterado RA;128
Instituto Federal do Sertão Pernambucano;Campus Floresta;Ciclo;Validado RA;58
Instituto Federal do Sertão Pernambucano;Campus Floresta;Curso;Validado RA;14
Instituto Federal do Sertão Pernambucano;Campus Floresta;Matrícula;Alterado RA;3.126
Instituto Federal do Sertão Pernambucano;Campus Floresta;Matrícula;Inconsistente RA;1.811
Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Ciclo;Alterado RA;129
Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Ciclo;Inconsistente RA;70
Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Curso;Alterado RA;9
Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Curso;Inconsistente RA;10
Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Matrícula;Alterado RA;2.456
Instituto Federal do Sertão Pernambucano;Campus Ouricuri;Matrícula;Inconsistente RA;3.216
Instituto Federal do Sertão Pernambucano;Campus Petrolina;Ciclo;Alterado RA;314
Instituto Federal do Sertão Pernambucano;Campus Petrolina;Ciclo;Inconsistente RA;160
Instituto Federal do Sertão Pernambucano;Campus Petrolina;Curso;Alterado RA;24
Instituto Federal do Sertão Pernambucano;Campus Petrolina;Curso;Inconsistente RA;18
Instituto Federal do Sertão Pernambucano;Campus Petrolina;Matrícula;Alterado RA;6.890
Instituto Federal do Sertão Pernambucano;Campus Petrolina;Matrícula;Inconsistente RA;8.325
Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Ciclo;Alterado RA;153
Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Ciclo;Inconsistente RA;118
Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Curso;Alterado RA;17
Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Curso;Inconsistente RA;9
Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Matrícula;Alterado RA;3.921
Instituto Federal do Sertão Pernambucano;Campus Petrolina Zona Rural;Matrícula;Inconsistente RA;4.740
Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Ciclo;Alterado RA;205
Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Ciclo;Inconsistente RA;68
Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Curso;Alterado RA;16
Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Curso;Inconsistente RA;7
Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Matrícula;Alterado RA;3.634
Instituto Federal do Sertão Pernambucano;Campus Salgueiro;Matrícula;Inconsistente RA;4.004
Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Ciclo;Alterado RA;98
Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Ciclo;Inconsistente RA;45
Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Curso;Validado RA;17
Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Matrícula;Alterado RA;1.951
Instituto Federal do Sertão Pernambucano;Campus Santa Maria da Boa Vista;Matrícula;Inconsistente RA;2.040
Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Ciclo;Alterado RA;29
Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Ciclo;Inconsistente RA;74
Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Ciclo;Validado RA;119
Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Curso;Inconsistente RA;4
Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Curso;Validado RA;25
Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Matrícula;Alterado RA;2.723
Instituto Federal do Sertão Pernambucano;Campus Serra Talhada;Matrícula;Inconsistente RA;2.981
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Cataguases;Ciclo;Validado RA;44
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Cataguases;Curso;Validado RA;9
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Cataguases;Matrícula;Alterado RA;515
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Cataguases;Matrícula;Inconsistente RA;354
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Ubá;Ciclo;Validado RA;30
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Ubá;Curso;Validado RA;7
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Ubá;Matrícula;Alterado RA;954
Instituto Federal do Sudeste de Minas Gerais;Campus Avançado Ubá;Matrícula;Inconsistente RA;42
Instituto Federal do Sudeste de Minas Gerais;Campus Barbacena;Ciclo;Validado RA;334
Instituto Federal do Sudeste de Minas Gerais;Campus Barbacena;Curso;Validado RA;23
Instituto Federal do Sudeste de Minas Gerais;Campus Barbacena;Matrícula;Alterado RA;8.223
Instituto Federal do Sudeste de Minas Gerais;Campus Barbacena;Matrícula;Inconsistente RA;2.634
Instituto Federal do Sudeste de Minas Gerais;Campus Bom Sucesso;Ciclo;Alterado RA;68
Instituto Federal do Sudeste de Minas Gerais;Campus Bom Sucesso;Ciclo;Inconsistente RA;23
Instituto Federal do Sudeste de Minas Gerais;Campus Bom Sucesso;Curso;Validado RA;11
Instituto Federal do Sudeste de Minas Gerais;Campus Bom Sucesso;Matrícula;Alterado RA;1.391
Instituto Federal do Sudeste de Minas Gerais;Campus Bom Sucesso;Matrícula;Inconsistente RA;1.501
Instituto Federal do Sudeste de Minas Gerais;Campus Juiz de Fora;Ciclo;Alterado RA;483
Instituto Federal do Sudeste de Minas Gerais;Campus Juiz de Fora;Ciclo;Inconsistente RA;31
Instituto Federal do Sudeste de Minas Gerais;Campus Juiz de Fora;Curso;Validado RA;24
Instituto Federal do Sudeste de Minas Gerais;Campus Juiz de Fora;Matrícula;Alterado RA;8.683
Instituto Federal do Sudeste de Minas Gerais;Campus Juiz de Fora;Matrícula;Inconsistente RA;5.266
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Ciclo;Alterado RA;31
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Ciclo;Inconsistente RA;17
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Ciclo;Validado RA;7
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Curso;Alterado RA;5
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Curso;Validado RA;2
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Matrícula;Alterado RA;642
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Matrícula;Inconsistente RA;358
Instituto Federal do Sudeste de Minas Gerais;Campus Manhuaçu;Matrícula;Validado RA;145
Instituto Federal do Sudeste de Minas Gerais;Campus Muriaé;Ciclo;Alterado RA;153
Instituto Federal do Sudeste de Minas Gerais;Campus Muriaé;Ciclo;Inconsistente RA;49
Instituto Federal do Sudeste de Minas Gerais;Campus Muriaé;Curso;Validado RA;17
Instituto Federal do Sudeste de Minas Gerais;Campus Muriaé;Matrícula;Alterado RA;2.492
Instituto Federal do Sudeste de Minas Gerais;Campus Muriaé;Matrícula;Inconsistente RA;2.318
Instituto Federal do Sudeste de Minas Gerais;Campus Rio Pomba;Ciclo;Validado RA;433
Instituto Federal do Sudeste de Minas Gerais;Campus Rio Pomba;Curso;Validado RA;39
Instituto Federal do Sudeste de Minas Gerais;Campus Rio Pomba;Matrícula;Validado RA;13.755
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Ciclo;Alterado RA;42
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Ciclo;Inconsistente RA;17
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Ciclo;Validado RA;93
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Curso;Alterado RA;2
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Curso;Validado RA;10
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Matrícula;Alterado RA;904
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Matrícula;Inconsistente RA;830
Instituto Federal do Sudeste de Minas Gerais;Campus Santos Dumont;Matrícula;Validado RA;2.221
Instituto Federal do Sudeste de Minas Gerais;Campus São João del Rei;Ciclo;Validado RA;226
Instituto Federal do Sudeste de Minas Gerais;Campus São João del Rei;Curso;Validado RA;23
Instituto Federal do Sudeste de Minas Gerais;Campus São João del Rei;Matrícula;Alterado RA;4.715
Instituto Federal do Sudeste de Minas Gerais;Campus São João del Rei;Matrícula;Inconsistente RA;353
Instituto Federal do Sudeste de Minas Gerais;Campus São João del Rei;Matrícula;Validado RA;2.883
Instituto Federal do Sul de Minas Gerais;Campus Carmo de Minas;Ciclo;Validado RA;211
Instituto Federal do Sul de Minas Gerais;Campus Carmo de Minas;Curso;Validado RA;38
Instituto Federal do Sul de Minas Gerais;Campus Carmo de Minas;Matrícula;Alterado RA;18.782
Instituto Federal do Sul de Minas Gerais;Campus Carmo de Minas;Matrícula;Inconsistente RA;7.020
Instituto Federal do Sul de Minas Gerais;Campus Inconfidentes;Ciclo;Alterado RA;350
Instituto Federal do Sul de Minas Gerais;Campus Inconfidentes;Ciclo;Inconsistente RA;141
Instituto Federal do Sul de Minas Gerais;Campus Inconfidentes;Curso;Validado RA;40
Instituto Federal do Sul de Minas Gerais;Campus Inconfidentes;Matrícula;Alterado RA;20.019
Instituto Federal do Sul de Minas Gerais;Campus Inconfidentes;Matrícula;Inconsistente RA;24.823
Instituto Federal do Sul de Minas Gerais;Campus Machado;Ciclo;Alterado RA;260
Instituto Federal do Sul de Minas Gerais;Campus Machado;Ciclo;Inconsistente RA;1.354
Instituto Federal do Sul de Minas Gerais;Campus Machado;Curso;Alterado RA;8
Instituto Federal do Sul de Minas Gerais;Campus Machado;Curso;Inconsistente RA;27
Instituto Federal do Sul de Minas Gerais;Campus Machado;Curso;Validado RA;55
Instituto Federal do Sul de Minas Gerais;Campus Machado;Matrícula;Alterado RA;22.235
Instituto Federal do Sul de Minas Gerais;Campus Machado;Matrícula;Inconsistente RA;46.853
Instituto Federal do Sul de Minas Gerais;Campus Muzambinho;Ciclo;Validado RA;536
Instituto Federal do Sul de Minas Gerais;Campus Muzambinho;Curso;Validado RA;46
Instituto Federal do Sul de Minas Gerais;Campus Muzambinho;Matrícula;Alterado RA;31.227
Instituto Federal do Sul de Minas Gerais;Campus Muzambinho;Matrícula;Inconsistente RA;6.263
Instituto Federal do Sul de Minas Gerais;Campus Passos;Ciclo;Alterado RA;132
Instituto Federal do Sul de Minas Gerais;Campus Passos;Ciclo;Inconsistente RA;70
Instituto Federal do Sul de Minas Gerais;Campus Passos;Curso;Alterado RA;24
Instituto Federal do Sul de Minas Gerais;Campus Passos;Curso;Inconsistente RA;2
Instituto Federal do Sul de Minas Gerais;Campus Passos;Matrícula;Alterado RA;4.982
Instituto Federal do Sul de Minas Gerais;Campus Passos;Matrícula;Inconsistente RA;5.282
Instituto Federal do Sul de Minas Gerais;Campus Poços de Caldas;Ciclo;Alterado RA;243
Instituto Federal do Sul de Minas Gerais;Campus Poços de Caldas;Ciclo;Inconsistente RA;21
Instituto Federal do Sul de Minas Gerais;Campus Poços de Caldas;Curso;Validado RA;40
Instituto Federal do Sul de Minas Gerais;Campus Poços de Caldas;Matrícula;Alterado RA;7.198
Instituto Federal do Sul de Minas Gerais;Campus Poços de Caldas;Matrícula;Inconsistente RA;4.892
Instituto Federal do Sul de Minas Gerais;Campus Pouso Alegre;Ciclo;Alterado RA;237
Instituto Federal do Sul de Minas Gerais;Campus Pouso Alegre;Ciclo;Inconsistente RA;115
Instituto Federal do Sul de Minas Gerais;Campus Pouso Alegre;Curso;Alterado RA;22
Instituto Federal do Sul de Minas Gerais;Campus Pouso Alegre;Curso;Inconsistente RA;14
Instituto Federal do Sul de Minas Gerais;Campus Pouso Alegre;Matrícula;Alterado RA;8.043
Instituto Federal do Sul de Minas Gerais;Campus Pouso Alegre;Matrícula;Inconsistente RA;13.979
Instituto Federal do Sul de Minas Gerais;Campus Três Corações;Ciclo;Alterado RA;123
Instituto Federal do Sul de Minas Gerais;Campus Três Corações;Ciclo;Inconsistente RA;64
Instituto Federal do Sul de Minas Gerais;Campus Três Corações;Curso;Validado RA;24
Instituto Federal do Sul de Minas Gerais;Campus Três Corações;Matrícula;Alterado RA;3.717
Instituto Federal do Sul de Minas Gerais;Campus Três Corações;Matrícula;Inconsistente RA;2.931
Instituto Federal do Tocantins;Campus Araguaína;Ciclo;Alterado PI;3
Instituto Federal do Tocantins;Campus Araguaína;Ciclo;Validado RA;103
Instituto Federal do Tocantins;Campus Araguaína;Curso;Validado PI;10
Instituto Federal do Tocantins;Campus Araguaína;Matrícula;Alterado RA;3.382
Instituto Federal do Tocantins;Campus Araguaína;Matrícula;Inconsistente RA;791
Instituto Federal do Tocantins;Campus Araguatins;Ciclo;Validado PI;130
Instituto Federal do Tocantins;Campus Araguatins;Curso;Validado PI;15
Instituto Federal do Tocantins;Campus Araguatins;Matrícula;Alterado PI;3.584
Instituto Federal do Tocantins;Campus Araguatins;Matrícula;Inconsistente PI;1.665
Instituto Federal do Tocantins;Campus Araguatins;Matrícula;Validado RA;1.858
Instituto Federal do Tocantins;Campus Colinas do Tocantins;Ciclo;Alterado RA;12
Instituto Federal do Tocantins;Campus Colinas do Tocantins;Ciclo;Inconsistente RA;18
Instituto Federal do Tocantins;Campus Colinas do Tocantins;Ciclo;Validado RA;59
Instituto Federal do Tocantins;Campus Colinas do Tocantins;Curso;Validado RA;11
Instituto Federal do Tocantins;Campus Colinas do Tocantins;Matrícula;Alterado RA;2.112
Instituto Federal do Tocantins;Campus Colinas do Tocantins;Matrícula;Inconsistente RA;1.229
Instituto Federal do Tocantins;Campus Dianópolis;Ciclo;Validado PI;91
Instituto Federal do Tocantins;Campus Dianópolis;Curso;Validado PI;10
Instituto Federal do Tocantins;Campus Dianópolis;Matrícula;Alterado RA;2.888
Instituto Federal do Tocantins;Campus Dianópolis;Matrícula;Inconsistente RA;708
Instituto Federal do Tocantins;Campus Formoso do Araguaia;Ciclo;Alterado RA;23
Instituto Federal do Tocantins;Campus Formoso do Araguaia;Ciclo;Inconsistente RA;2
Instituto Federal do Tocantins;Campus Formoso do Araguaia;Curso;Validado RA;5
Instituto Federal do Tocantins;Campus Formoso do Araguaia;Matrícula;Alterado RA;1.112
Instituto Federal do Tocantins;Campus Formoso do Araguaia;Matrícula;Inconsistente RA;665
Instituto Federal do Tocantins;Campus Gurupi;Ciclo;Validado PI;136
Instituto Federal do Tocantins;Campus Gurupi;Curso;Validado PI;16
Instituto Federal do Tocantins;Campus Gurupi;Matrícula;Alterado PI;2.301
Instituto Federal do Tocantins;Campus Gurupi;Matrícula;Validado RA;1.774
Instituto Federal do Tocantins;Campus Lagoa da Confusão;Ciclo;Validado RA;51
Instituto Federal do Tocantins;Campus Lagoa da Confusão;Curso;Validado PI;3
Instituto Federal do Tocantins;Campus Lagoa da Confusão;Matrícula;Alterado RA;1.799
Instituto Federal do Tocantins;Campus Lagoa da Confusão;Matrícula;Inconsistente RA;184
Instituto Federal do Tocantins;Campus Palmas;Ciclo;Validado RA;775
Instituto Federal do Tocantins;Campus Palmas;Curso;Validado PI;37
Instituto Federal do Tocantins;Campus Palmas;Matrícula;Alterado PI;2
Instituto Federal do Tocantins;Campus Palmas;Matrícula;Validado RA;22.323
Instituto Federal do Tocantins;Campus Paraíso do Tocantins;Ciclo;Alterado RA;119
Instituto Federal do Tocantins;Campus Paraíso do Tocantins;Ciclo;Inconsistente RA;33
Instituto Federal do Tocantins;Campus Paraíso do Tocantins;Curso;Alterado RA;10
Instituto Federal do Tocantins;Campus Paraíso do Tocantins;Curso;Inconsistente RA;1
Instituto Federal do Tocantins;Campus Paraíso do Tocantins;Matrícula;Alterado RA;2.746
Instituto Federal do Tocantins;Campus Paraíso do Tocantins;Matrícula;Inconsistente RA;2.118
Instituto Federal do Tocantins;Campus Pedro Afonso;Ciclo;Validado PI;51
Instituto Federal do Tocantins;Campus Pedro Afonso;Curso;Validado PI;8
Instituto Federal do Tocantins;Campus Pedro Afonso;Matrícula;Alterado RA;2.030
Instituto Federal do Tocantins;Campus Pedro Afonso;Matrícula;Inconsistente RA;317
Instituto Federal do Tocantins;Campus Porto Nacional;Ciclo;Alterado RA;50
Instituto Federal do Tocantins;Campus Porto Nacional;Ciclo;Validado RA;77
Instituto Federal do Tocantins;Campus Porto Nacional;Curso;Validado PI;12
Instituto Federal do Tocantins;Campus Porto Nacional;Matrícula;Alterado PI;2
Instituto Federal do Tocantins;Campus Porto Nacional;Matrícula;Alterado RA;2.456
Instituto Federal do Tocantins;Campus Porto Nacional;Matrícula;Inconsistente RA;1.084
Instituto Federal do Tocantins;Campus Porto Nacional;Matrícula;Validado RA;2.344
Instituto Federal do Tocantins;Centro de Referência Em Educação a Distância;Ciclo;Validado RA;15
Instituto Federal do Tocantins;Centro de Referência Em Educação a Distância;Curso;Validado PI;7
Instituto Federal do Tocantins;Centro de Referência Em Educação a Distância;Matrícula;Alterado RA;2.640
Instituto Federal do Tocantins;Centro de Referência Em Educação a Distância;Matrícula;Inconsistente RA;46
Instituto Federal do Triângulo Mineiro;Campus Avançado Campina Verde;Ciclo;Alterado RA;20
Instituto Federal do Triângulo Mineiro;Campus Avançado Campina Verde;Ciclo;Inconsistente RA;21
Instituto Federal do Triângulo Mineiro;Campus Avançado Campina Verde;Curso;Alterado RA;1
Instituto Federal do Triângulo Mineiro;Campus Avançado Campina Verde;Curso;Validado RA;6
Instituto Federal do Triângulo Mineiro;Campus Avançado Campina Verde;Matrícula;Alterado RA;297
Instituto Federal do Triângulo Mineiro;Campus Avançado Campina Verde;Matrícula;Inconsistente RA;616
Instituto Federal do Triângulo Mineiro;Campus Ituiutaba;Ciclo;Validado RA;172
Instituto Federal do Triângulo Mineiro;Campus Ituiutaba;Curso;Validado RA;18
Instituto Federal do Triângulo Mineiro;Campus Ituiutaba;Matrícula;Alterado RA;3.844
Instituto Federal do Triângulo Mineiro;Campus Ituiutaba;Matrícula;Inconsistente RA;268
Instituto Federal do Triângulo Mineiro;Campus Paracatu;Ciclo;Alterado RA;80
Instituto Federal do Triângulo Mineiro;Campus Paracatu;Ciclo;Inconsistente RA;64
Instituto Federal do Triângulo Mineiro;Campus Paracatu;Ciclo;Validado RA;50
Instituto Federal do Triângulo Mineiro;Campus Paracatu;Curso;Validado RA;16
Instituto Federal do Triângulo Mineiro;Campus Paracatu;Matrícula;Alterado RA;3.475
Instituto Federal do Triângulo Mineiro;Campus Paracatu;Matrícula;Inconsistente RA;2.749
Instituto Federal do Triângulo Mineiro;Campus Patos de Minas;Ciclo;Validado RA;108
Instituto Federal do Triângulo Mineiro;Campus Patos de Minas;Curso;Validado RA;13
Instituto Federal do Triângulo Mineiro;Campus Patos de Minas;Matrícula;Alterado RA;301
Instituto Federal do Triângulo Mineiro;Campus Patos de Minas;Matrícula;Validado RA;2.948
Instituto Federal do Triângulo Mineiro;Campus Patrocínio;Ciclo;Validado RA;204
Instituto Federal do Triângulo Mineiro;Campus Patrocínio;Curso;Validado RA;21
Instituto Federal do Triângulo Mineiro;Campus Patrocínio;Matrícula;Alterado RA;2.789
Instituto Federal do Triângulo Mineiro;Campus Patrocínio;Matrícula;Inconsistente RA;1.959
Instituto Federal do Triângulo Mineiro;Campus Uberaba;Ciclo;Validado RA;257
Instituto Federal do Triângulo Mineiro;Campus Uberaba;Curso;Validado RA;30
Instituto Federal do Triângulo Mineiro;Campus Uberaba;Matrícula;Validado RA;7.948
Instituto Federal do Triângulo Mineiro;Campus Uberaba Parque Tecnológico;Ciclo;Alterado RA;25
Instituto Federal do Triângulo Mineiro;Campus Uberaba Parque Tecnológico;Ciclo;Inconsistente RA;41
Instituto Federal do Triângulo Mineiro;Campus Uberaba Parque Tecnológico;Ciclo;Validado RA;110
Instituto Federal do Triângulo Mineiro;Campus Uberaba Parque Tecnológico;Curso;Validado RA;18
Instituto Federal do Triângulo Mineiro;Campus Uberaba Parque Tecnológico;Matrícula;Alterado RA;5.530
Instituto Federal do Triângulo Mineiro;Campus Uberaba Parque Tecnológico;Matrícula;Inconsistente RA;2.828
Instituto Federal do Triângulo Mineiro;Campus Uberlândia;Ciclo;Alterado RA;16
Instituto Federal do Triângulo Mineiro;Campus Uberlândia;Ciclo;Inconsistente RA;37
Instituto Federal do Triângulo Mineiro;Campus Uberlândia;Ciclo;Validado RA;132
Instituto Federal do Triângulo Mineiro;Campus Uberlândia;Curso;Validado RA;15
Instituto Federal do Triângulo Mineiro;Campus Uberlândia;Matrícula;Alterado RA;3.758
Instituto Federal do Triângulo Mineiro;Campus Uberlândia;Matrícula;Inconsistente RA;2.862
Instituto Federal do Triângulo Mineiro;Campus Uberlândia Centro;Ciclo;Alterado RA;74
Instituto Federal do Triângulo Mineiro;Campus Uberlândia Centro;Ciclo;Inconsistente RA;54
Instituto Federal do Triângulo Mineiro;Campus Uberlândia Centro;Curso;Alterado RA;14
Instituto Federal do Triângulo Mineiro;Campus Uberlândia Centro;Matrícula;Alterado RA;1.756
Instituto Federal do Triângulo Mineiro;Campus Uberlândia Centro;Matrícula;Inconsistente RA;2.201
Instituto Federal Farroupilha;Campus Alegrete;Ciclo;Alterado RA;138
Instituto Federal Farroupilha;Campus Alegrete;Ciclo;Validado RA;99
Instituto Federal Farroupilha;Campus Alegrete;Curso;Validado PI;24
Instituto Federal Farroupilha;Campus Alegrete;Matrícula;Alterado RA;4.107
Instituto Federal Farroupilha;Campus Alegrete;Matrícula;Inconsistente RA;2.517
Instituto Federal Farroupilha;Campus Alegrete;Matrícula;Validado RA;231
Instituto Federal Farroupilha;Campus Frederico Westphalen;Ciclo;Validado RA;103
Instituto Federal Farroupilha;Campus Frederico Westphalen;Curso;Validado RA;9
Instituto Federal Farroupilha;Campus Frederico Westphalen;Matrícula;Alterado RA;4.926
Instituto Federal Farroupilha;Campus Frederico Westphalen;Matrícula;Inconsistente RA;71
Instituto Federal Farroupilha;Campus Jaguari;Ciclo;Alterado RA;36
Instituto Federal Farroupilha;Campus Jaguari;Ciclo;Inconsistente RA;65
Instituto Federal Farroupilha;Campus Jaguari;Curso;Alterado RA;13
Instituto Federal Farroupilha;Campus Jaguari;Curso;Inconsistente RA;6
Instituto Federal Farroupilha;Campus Jaguari;Matrícula;Alterado RA;1.658
Instituto Federal Farroupilha;Campus Jaguari;Matrícula;Inconsistente RA;2.807
Instituto Federal Farroupilha;Campus Júlio de Castilhos;Ciclo;Validado RA;176
Instituto Federal Farroupilha;Campus Júlio de Castilhos;Curso;Validado RA;21
Instituto Federal Farroupilha;Campus Júlio de Castilhos;Matrícula;Alterado RA;5.416
